"","X","Stn.Code","Sampling.Date","State","City.Town.Village.Area","Location.of.Monitoring.Station","Agency","Type.of.Location","SO2","NO2","RSPM.PM10","PM.2.5","season","quarter","Type.of.Location.Binary.form"
"800",800,423,"19-11-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,20,88,36,"winter",3,1
"801",801,423,"23-11-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,20,92,41,"winter",3,1
"802",802,423,"01-12-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,101,42,"winter",4,1
"803",803,423,"03-12-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,93,47,"winter",4,1
"804",804,423,"07-12-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,125,48,"winter",4,1
"805",805,423,"11-12-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,20,136,47,"winter",4,1
"806",806,423,"19-12-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,117,37,"winter",4,1
"807",807,423,"22-12-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,83,28,"winter",4,1
"808",808,423,"26-12-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,141,49,"winter",4,1
"809",809,423,"29-12-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,151,56,"winter",4,1
"810",810,423,"31-12-15","Odisha","Bhubaneswar","IRC Vilage, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,115,46,"winter",4,1
"822",822,424,"09-03-15","Odisha","Bhubaneswar","Capital Police Station, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,20,100,13,"summer",1,1
"823",823,424,"11-03-15","Odisha","Bhubaneswar","Capital Police Station, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,21,94,13,"summer",1,1
"824",824,424,"16-03-15","Odisha","Bhubaneswar","Capital Police Station, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,108,18,"summer",1,1
"825",825,424,"19-03-15","Odisha","Bhubaneswar","Capital Police Station, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,112,16,"summer",1,1
"826",826,424,"24-03-15","Odisha","Bhubaneswar","Capital Police Station, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,122,19,"summer",1,1
"827",827,424,"26-03-15","Odisha","Bhubaneswar","Capital Police Station, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,105,14,"summer",1,1
"828",828,424,"31-03-15","Odisha","Bhubaneswar","Capital Police Station, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,95,17,"summer",1,1
"829",829,424,"07-04-15","Odisha","Bhubaneswar","Capital Police Station, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,92,17,"summer",2,1
"830",830,424,"10-04-15","Odisha","Bhubaneswar","Capital Police Station, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,73,12,"summer",2,1
"831",831,424,"15-04-15","Odisha","Bhubaneswar","Capital Police Station, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,96,9,"summer",2,1
"832",832,424,"17-04-15","Odisha","Bhubaneswar","Capital Police Station, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,65,13,"summer",2,1
"833",833,424,"22-04-15","Odisha","Bhubaneswar","Capital Police Station, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,73,19,"summer",2,1
"834",834,424,"24-04-15","Odisha","Bhubaneswar","Capital Police Station, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,78,11,"summer",2,1
"835",835,424,"27-04-15","Odisha","Bhubaneswar","Capital Police Station, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,65,19,"summer",2,1
"836",836,424,"29-04-15","Odisha","Bhubaneswar","Capital Police Station, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,68,15,"summer",2,1
"837",837,424,"06-05-15","Odisha","Bhubaneswar","Capital Police Station, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,72,18,"summer",2,1
"838",838,424,"08-05-15","Odisha","Bhubaneswar","Capital Police Station, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,71,15,"summer",2,1
"839",839,424,"13-05-15","Odisha","Bhubaneswar","Capital Police Station, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,79,19,"summer",2,1
