"","Stn.Code","Sampling.Date","State","City.Town.Village.Area","Location.of.Monitoring.Station","Agency","Type.of.Location","SO2","NO2","RSPM.PM10","PM.2.5","season"
"2157",816,"19-01-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,118,NA,"winter"
"2158",816,"21-01-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,116,NA,"winter"
"2159",816,"27-01-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,183,NA,"winter"
"2160",816,"29-01-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,163,NA,"winter"
"2161",816,"02-02-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,248,NA,"winter"
"2162",816,"06-02-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,184,NA,"winter"
"2163",816,"10-02-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,167,NA,"winter"
"2164",816,"13-02-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,108,NA,"winter"
"2165",816,"20-02-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,80,26,"winter"
"2166",816,"24-02-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,90,35,"winter"
"2167",816,"26-02-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,58,18,"winter"
"2168",816,"13-03-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,80,43,"summer"
"2169",816,"17-03-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,94,60,"summer"
"2170",816,"20-03-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,116,68,"summer"
"2171",816,"30-03-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,42,23,"summer"
"2172",816,"04-04-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,38,18,"summer"
"2173",816,"07-04-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,28,11,"summer"
"2174",816,"10-04-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,32,10,"summer"
"2175",816,"16-04-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,64,27,"summer"
"2176",816,"20-04-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,39,8,"summer"
"2177",816,"25-04-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,36,9,"summer"
"2178",816,"27-04-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,30,13,"summer"
"2179",816,"29-04-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,36,10,"summer"
"2180",816,"04-05-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,46,14,"summer"
"2181",816,"07-05-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,51,12,"summer"
"2182",816,"11-05-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,59,15,"summer"
"2183",816,"14-05-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,39,10,"summer"
"2184",816,"20-05-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,61,18,"summer"
"2185",816,"25-05-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,54,15,"summer"
"2186",816,"30-05-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,52,19,"summer"
"2187",816,"02-06-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,32,9,"summer"
"2188",816,"05-06-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,40,9,"summer"
"2189",816,"09-06-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,60,10,"summer"
"2190",816,"11-06-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,55,9,"summer"
"2191",816,"16-06-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,72,24,"summer"
"2192",816,"19-06-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,48,7,"summer"
"2193",816,"23-06-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,45,12,"summer"
"2194",816,"30-06-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,36,12,"summer"
"2195",816,"03-08-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,92,29,"rainy"
"2196",816,"07-08-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,85,25,"rainy"
"2197",816,"10-08-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,96,36,"rainy"
"2198",816,"12-08-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,94,40,"rainy"
"2199",816,"17-08-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,81,32,"rainy"
"2200",816,"20-08-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,72,22,"rainy"
"2201",816,"27-08-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,68,20,"rainy"
"2202",816,"01-09-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,67,18,"rainy"
"2203",816,"07-09-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,106,32,"rainy"
"2204",816,"10-09-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,104,31,"rainy"
"2205",816,"15-09-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,53,21,"rainy"
"2206",816,"21-09-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,74,24,"rainy"
"2207",816,"25-09-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,106,52,"rainy"
"2208",816,"29-09-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,129,40,"rainy"
"2209",816,"03-10-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,78,33,"winter"
"2210",816,"06-10-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,90,37,"winter"
"2211",816,"08-10-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,76,26,"winter"
"2212",816,"17-10-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,99,38,"winter"
"2213",816,"28-10-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,116,44,"winter"
"2214",816,"02-11-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,75,21,"winter"
"2215",816,"05-11-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,59,25,"winter"
"2216",816,"11-11-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",5,20,157,85,"winter"
"2217",816,"16-11-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,110,46,"winter"
"2218",816,"19-11-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,132,50,"winter"
"2219",816,"23-11-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,122,49,"winter"
"2220",816,"01-12-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,123,47,"winter"
"2221",816,"03-12-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,91,62,"winter"
"2222",816,"07-12-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,89,61,"winter"
"2223",816,"09-12-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,117,48,"winter"
"2224",816,"14-12-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,66,30,"winter"
"2225",816,"17-12-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,121,66,"winter"
"2226",816,"21-12-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,69,31,"winter"
"2227",816,"23-12-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,147,67,"winter"
"2228",816,"28-12-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,160,63,"winter"
"2229",816,"31-12-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,127,55,"winter"
"2230",817,"02-09-15","Odisha","Puri","Sadar Police Station, Puri","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,43,NA,"rainy"
"2231",817,"07-09-15","Odisha","Puri","Sadar Police Station, Puri","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,50,NA,"rainy"
"2232",817,"15-09-15","Odisha","Puri","Sadar Police Station, Puri","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,41,NA,"rainy"
"2233",817,"21-09-15","Odisha","Puri","Sadar Police Station, Puri","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,54,8,"rainy"
"2234",817,"25-09-15","Odisha","Puri","Sadar Police Station, Puri","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,36,14,"rainy"
"2235",817,"28-09-15","Odisha","Puri","Sadar Police Station, Puri","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,60,14,"rainy"
"2236",817,"30-09-15","Odisha","Puri","Sadar Police Station, Puri","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,20,78,NA,"rainy"
"2237",817,"05-10-15","Odisha","Puri","Sadar Police Station, Puri","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,56,7,"winter"
"2238",817,"08-10-15","Odisha","Puri","Sadar Police Station, Puri","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,64,NA,"winter"
"2239",817,"13-10-15","Odisha","Puri","Sadar Police Station, Puri","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,56,14,"winter"
"2240",817,"16-10-15","Odisha","Puri","Sadar Police Station, Puri","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,56,9,"winter"
"2241",817,"30-10-15","Odisha","Puri","Sadar Police Station, Puri","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,41,11,"winter"
"2242",817,"02-11-15","Odisha","Puri","Sadar Police Station, Puri","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,57,NA,"winter"
"2243",817,"06-11-15","Odisha","Puri","Sadar Police Station, Puri","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,52,14,"winter"
"2244",817,"11-11-15","Odisha","Puri","Sadar Police Station, Puri","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,20,182,97,"winter"
"2245",817,"17-11-15","Odisha","Puri","Sadar Police Station, Puri","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,79,19,"winter"
"2246",817,"19-11-15","Odisha","Puri","Sadar Police Station, Puri","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,150,58,"winter"
"2247",817,"23-11-15","Odisha","Puri","Sadar Police Station, Puri","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,163,NA,"winter"
