"","X.1","X","Stn.Code","Sampling.Date","State","City.Town.Village.Area","Location.of.Monitoring.Station","Agency","Type.of.Location","SO2","NO2","RSPM.PM10","PM.2.5","season","quarter","Type.of.Location.Binary.form"
"551",585,585,322,"2015-06-04","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,21,44,25,"summer",2,1
"552",586,586,322,"2015-06-08","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,45,28,"summer",2,1
"553",587,587,322,"2015-06-11","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,21,60,27,"summer",2,1
"554",588,588,322,"2015-06-22","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,22,32,13,"summer",2,1
"555",589,589,322,"2015-06-24","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,44,14,"summer",2,1
"556",590,590,322,"2015-06-26","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,47,21,"summer",2,1
"557",591,591,322,"2015-06-30","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,41,23,"summer",2,1
"558",592,592,322,"2015-07-02","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,69,27,"rainy",2,1
"559",593,593,322,"2015-07-06","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,46,21,"rainy",2,1
"560",594,594,322,"2015-07-09","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,48,17,"rainy",2,1
"561",595,595,322,"2015-07-13","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,57,26,"rainy",2,1
"562",596,596,322,"2015-07-16","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,51,24,"rainy",2,1
"563",597,597,322,"2015-07-29","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,20,32,19,"rainy",2,1
"564",598,598,322,"2015-08-01","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,57,24,"rainy",3,1
"565",599,599,322,"2015-08-06","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,77,27,"rainy",3,1
"566",600,600,322,"2015-08-10","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,75,23,"rainy",3,1
"567",601,601,322,"2015-08-17","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,27,13,"rainy",3,1
"568",602,602,322,"2015-08-19","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,50,22,"rainy",3,1
"569",603,603,322,"2015-08-24","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,74,31,"rainy",3,1
"570",604,604,322,"2015-09-01","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,65,22,"rainy",3,1
"571",605,605,322,"2015-09-07","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,91,27,"rainy",3,1
"572",606,606,322,"2015-09-10","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,65,18,"rainy",3,1
"573",607,607,322,"2015-09-15","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,72,28,"rainy",3,1
"574",608,608,322,"2015-09-23","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,68,31,"rainy",3,1
"575",609,609,322,"2015-09-30","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,78,29,"rainy",3,1
"576",610,610,322,"2015-10-13","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,75,33,"winter",3,1
"577",611,611,322,"2015-10-16","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,73,23,"winter",3,1
"578",612,612,322,"2015-10-19","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,21,67,29,"winter",3,1
"579",613,613,322,"2015-10-23","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,20,104,38,"winter",3,1
"580",614,614,322,"2015-10-28","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,20,115,42,"winter",3,1
"581",615,615,322,"2015-10-30","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,135,46,"winter",3,1
"582",616,616,322,"2015-11-02","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,21,131,55,"winter",3,1
"583",617,617,322,"2015-11-04","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,20,147,61,"winter",3,1
"584",618,618,322,"2015-11-07","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,23,156,59,"winter",3,1
"585",619,619,322,"2015-11-11","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",18,26,511,331,"winter",3,1
"586",620,620,322,"2015-11-16","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,22,163,65,"winter",3,1
"587",621,621,322,"2015-11-19","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,176,68,"winter",3,1
"588",622,622,322,"2015-11-23","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,22,168,61,"winter",3,1
"589",623,623,322,"2015-12-01","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,21,134,56,"winter",4,1
"590",624,624,322,"2015-12-03","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,21,143,29,"winter",4,1
"591",625,625,322,"2015-12-07","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,22,141,57,"winter",4,1
"592",626,626,322,"2015-12-11","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,22,156,58,"winter",4,1
"593",627,627,322,"2015-12-19","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,21,179,56,"winter",4,1
"594",628,628,322,"2015-12-22","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,108,32,"winter",4,1
"595",629,629,322,"2015-12-26","Odisha","Bhubaneswar","SPCB Building, Bhubaneshwar","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,175,64,"winter",4,1
